Player,Year,Team,Gms,Rec,Yds,Avg,YPG,Lg,TD,FD,Tar,YAC,lg_yd0,lg_td0,names_year
Riley McCarron,2018,NE,1,0,0,0,0,0,0,0,1,0,0,0,Riley McCarron 2018
J.D. McKissic,2018,SEA,5,0,0,0,0,0,0,0,1,0,0,0,J.D. McKissic 2018
Dak Prescott,2018,DAL,16,0,0,0,0,0,0,0,1,0,0,0,Dak Prescott 2018
Mike Wallace,2018,PHI,2,0,0,0,0,0,0,0,3,0,0,0,Mike Wallace 2018
Cole Wick,2018,SF,5,0,0,0,0,0,0,0,1,0,0,0,Cole Wick 2018
Jarvis Landry,2017,MIA,16,112,987,8.81,61.7,49,9,60,161,498,49,0,Jarvis Landry 2017
Larry Fitzgerald,2017,ARI,16,109,1156,10.61,72.2,37,6,66,161,408,37,0,Larry Fitzgerald 2017
Michael Thomas,2017,NO,16,104,1245,11.97,77.8,43,5,70,149,425,43,0,Michael Thomas 2017
Keenan Allen,2017,LAC,16,102,1393,13.66,87.1,51,6,74,159,501,51,0,Keenan Allen 2017
Antonio Brown,2017,PIT,14,101,1533,15.18,109.5,57,9,71,163,481,57,0,Antonio Brown 2017
DeAndre Hopkins,2017,HOU,15,96,1378,14.35,91.9,72t,13,69,174,359,72,1,DeAndre Hopkins 2017
Golden Tate,2017,DET,16,92,1003,10.9,62.7,71t,5,44,120,613,71,1,Golden Tate 2017
Adam Thielen,2017,MIN,16,91,1276,14.02,79.8,65t,4,59,142,447,65,1,Adam Thielen 2017
Julio Jones,2017,ATL,16,88,1444,16.41,90.2,53,3,67,148,486,53,0,Julio Jones 2017
Le'Veon Bell,2017,PIT,15,85,655,7.71,43.7,42,2,31,106,681,42,0,Le'Veon Bell 2017
Travis Kelce,2017,KC,15,83,1038,12.51,69.2,44,8,55,122,406,44,0,Travis Kelce 2017
Demaryius Thomas,2017,DEN,16,83,949,11.43,59.3,40,5,53,140,299,40,0,Demaryius Thomas 2017
Alvin Kamara,2017,NO,16,81,826,10.2,51.6,40,5,38,100,683,40,0,Alvin Kamara 2017
Jack Doyle,2017,IND,15,80,690,8.63,46,26,4,34,108,337,26,0,Jack Doyle 2017
Christian McCaffrey,2017,CAR,16,80,651,8.14,40.7,37,5,36,113,593,37,0,Christian McCaffrey 2017
Doug Baldwin,2017,SEA,16,75,991,13.21,61.9,54,8,44,116,274,54,0,Doug Baldwin 2017
A.J. Green,2017,CIN,16,75,1078,14.37,67.4,77t,8,55,143,297,77,1,A.J. Green 2017
Tyreek Hill,2017,KC,15,75,1183,15.77,78.9,79t,7,41,105,455,79,1,Tyreek Hill 2017
Davante Adams,2017,GB,14,74,885,11.96,63.2,55t,10,45,117,338,55,1,Davante Adams 2017
Zach Ertz,2017,PHI,14,74,824,11.14,58.9,53,8,46,110,243,53,0,Zach Ertz 2017
Duke Johnson,2017,CLE,16,74,693,9.36,43.3,41t,3,31,93,634,41,1,Duke Johnson 2017
Delanie Walker,2017,TEN,16,74,807,10.91,50.4,42,3,43,111,248,42,0,Delanie Walker 2017
Mike Evans,2017,TB,15,71,1001,14.1,66.7,42t,5,55,136,134,42,1,Mike Evans 2017
Dez Bryant,2017,DAL,16,69,838,12.14,52.4,50t,6,44,132,266,50,1,Dez Bryant 2017
Rob Gronkowski,2017,NE,14,69,1084,15.71,77.4,53t,8,57,105,345,53,1,Rob Gronkowski 2017
Mohamed Sanu,2017,ATL,15,67,703,10.49,46.9,25,5,41,96,245,25,0,Mohamed Sanu 2017
Randall Cobb,2017,GB,15,66,653,9.89,43.5,46,4,29,92,412,46,0,Randall Cobb 2017
Jamison Crowder,2017,WAS,15,66,789,11.95,52.6,41,3,37,103,370,41,0,Jamison Crowder 2017
Brandin Cooks,2017,NE,16,65,1082,16.65,67.6,64t,7,42,114,227,64,1,Brandin Cooks 2017
Jermaine Kearse,2017,NYJ,16,65,810,12.46,50.6,51,5,37,102,295,51,0,Jermaine Kearse 2017
Stefon Diggs,2017,MIN,14,64,849,13.27,60.6,59t,8,42,95,298,59,1,Stefon Diggs 2017
Evan Engram,2017,NYG,15,64,722,11.28,48.1,35,6,37,115,306,35,0,Evan Engram 2017
Todd Gurley,2017,LA,15,64,788,12.31,52.5,80t,6,32,87,765,80,1,Todd Gurley 2017
Robby Anderson,2017,NYJ,16,63,941,14.94,58.8,69t,7,36,114,273,69,1,Robby Anderson 2017
Devin Funchess,2017,CAR,16,63,840,13.33,52.5,44,8,40,111,296,44,0,Devin Funchess 2017
Jason Witten,2017,DAL,16,63,560,8.89,35,28t,5,26,87,105,28,1,Jason Witten 2017
Nelson Agholor,2017,PHI,16,62,768,12.39,48,72t,8,35,95,301,72,1,Nelson Agholor 2017
Cooper Kupp,2017,LA,15,62,869,14.02,57.9,64,5,42,94,364,64,0,Cooper Kupp 2017
Danny Amendola,2017,NE,15,61,659,10.8,43.9,27,2,40,86,210,27,0,Danny Amendola 2017
Adam Humphries,2017,TB,16,61,631,10.34,39.4,43,1,34,83,307,43,0,Adam Humphries 2017
Marvin Jones,2017,DET,16,61,1101,18.05,68.8,58,9,44,107,195,58,0,Marvin Jones 2017
Benjamin Watson,2017,BAL,16,61,522,8.56,32.6,33t,4,30,79,263,33,1,Benjamin Watson 2017
Carlos Hyde,2017,SF,16,59,350,5.93,21.9,18,0,17,88,322,18,0,Carlos Hyde 2017
LeSean McCoy,2017,BUF,16,59,448,7.59,28,39,2,23,77,395,39,0,LeSean McCoy 2017
Sterling Shepard,2017,NYG,11,59,731,12.39,66.5,77t,2,36,84,295,77,1,Sterling Shepard 2017
Kendall Wright,2017,CHI,16,59,614,10.41,38.4,22,1,33,91,182,22,0,Kendall Wright 2017
Michael Crabtree,2017,OAK,14,58,618,10.66,44.1,41t,8,35,101,190,41,1,Michael Crabtree 2017
Melvin Gordon,2017,LAC,16,58,476,8.21,29.8,49,4,22,83,495,49,0,Melvin Gordon 2017
Mark Ingram,2017,NO,16,58,416,7.17,26,54,0,19,71,500,54,0,Mark Ingram 2017
JuJu Smith-Schuster,2017,PIT,14,58,917,15.81,65.5,97t,7,39,79,430,97,1,JuJu Smith-Schuster 2017
Kenny Stills,2017,MIA,16,58,847,14.6,52.9,61t,6,36,105,159,61,1,Kenny Stills 2017
Jimmy Graham,2017,SEA,16,57,520,9.12,32.5,33,10,32,96,211,33,0,Jimmy Graham 2017
T.Y. Hilton,2017,IND,16,57,966,16.95,60.4,80t,4,38,109,304,80,1,T.Y. Hilton 2017
Alshon Jeffery,2017,PHI,16,57,789,13.84,49.3,53t,9,44,120,203,53,1,Alshon Jeffery 2017
DeVante Parker,2017,MIA,13,57,670,11.75,51.5,36,1,33,96,207,36,0,DeVante Parker 2017
Kyle Rudolph,2017,MIN,16,57,532,9.33,33.2,34,8,32,81,224,34,0,Kyle Rudolph 2017
Marquise Goodwin,2017,SF,16,56,962,17.18,60.1,83t,2,46,105,198,83,1,Marquise Goodwin 2017
Marqise Lee,2017,JAX,14,56,702,12.54,50.1,45,3,40,96,289,45,0,Marqise Lee 2017
James White,2017,NE,14,56,429,7.66,30.6,27,3,25,72,340,27,0,James White 2017
Robert Woods,2017,LA,12,56,781,13.95,65.1,94t,5,36,85,304,94,1,Robert Woods 2017
Jared Cook,2017,OAK,16,54,688,12.74,43,35,2,35,86,241,35,0,Jared Cook 2017
Eric Decker,2017,TEN,16,54,563,10.43,35.2,29,1,31,83,113,29,0,Eric Decker 2017
Tarik Cohen,2017,CHI,16,53,353,6.66,22.1,70,1,9,71,303,70,0,Tarik Cohen 2017
Eric Ebron,2017,DET,16,53,574,10.83,35.9,44,4,30,86,258,44,0,Eric Ebron 2017
Ted Ginn Jr.,2017,NO,15,53,787,14.85,52.5,54t,4,32,70,302,54,1,Ted Ginn Jr. 2017
Kareem Hunt,2017,KC,16,53,455,8.58,28.4,78t,3,18,63,411,78,1,Kareem Hunt 2017
Rishard Matthews,2017,TEN,14,53,795,15,56.8,75t,4,36,87,277,75,1,Rishard Matthews 2017
Jordy Nelson,2017,GB,15,53,482,9.09,32.1,58,6,38,88,128,58,0,Jordy Nelson 2017
Theo Riddick,2017,DET,16,53,444,8.38,27.8,63,2,20,71,435,63,0,Theo Riddick 2017
Terrance Williams,2017,DAL,16,53,568,10.72,35.5,56,0,31,78,230,56,0,Terrance Williams 2017
Brandon LaFell,2017,CIN,16,52,548,10.54,34.2,45,3,25,89,239,45,0,Brandon LaFell 2017
Mike Wallace,2017,BAL,15,52,748,14.38,49.9,66,4,33,92,157,66,0,Mike Wallace 2017
Jerick McKinnon,2017,MIN,16,51,421,8.25,26.3,41,2,20,68,450,41,0,Jerick McKinnon 2017
Martavis Bryant,2017,PIT,15,50,603,12.06,40.2,51,3,30,84,170,51,0,Martavis Bryant 2017
DeSean Jackson,2017,TB,14,50,668,13.36,47.7,41,3,36,90,191,41,0,DeSean Jackson 2017
Austin Seferian-Jenkins,2017,NYJ,13,50,357,7.14,27.5,28,3,18,74,124,28,0,Austin Seferian-Jenkins 2017
Charles Clay,2017,BUF,13,49,558,11.39,42.9,44,2,29,74,265,44,0,Charles Clay 2017
Austin Hooper,2017,ATL,16,49,526,10.73,32.9,88t,3,18,65,262,88,1,Austin Hooper 2017
Kelvin Benjamin,2017,CAR/BUF,14,48,692,14.42,49.4,43,3,30,78,139,43,0,Kelvin Benjamin 2017
Cameron Brate,2017,TB,16,48,591,12.31,36.9,35,6,33,77,143,35,0,Cameron Brate 2017
Amari Cooper,2017,OAK,14,48,680,14.17,48.6,87t,7,28,96,293,87,1,Amari Cooper 2017
Emmanuel Sanders,2017,DEN,12,47,555,11.81,46.2,38,2,30,92,167,38,0,Emmanuel Sanders 2017
Javorius Allen,2017,BAL,16,46,250,5.43,15.6,20,2,16,60,218,20,0,Javorius Allen 2017
Ryan Grant,2017,WAS,16,45,573,12.73,35.8,40t,4,29,65,235,40,1,Ryan Grant 2017
Hunter Henry,2017,LAC,14,45,579,12.87,41.4,34,4,32,62,221,34,0,Hunter Henry 2017
Tyler Lockett,2017,SEA,16,45,555,12.33,34.7,74t,2,23,71,188,74,1,Tyler Lockett 2017
Paul Richardson,2017,SEA,16,44,703,15.98,43.9,61t,6,33,80,125,61,1,Paul Richardson 2017
Shane Vereen,2017,NYG,16,44,253,5.75,15.8,20,0,7,53,245,20,0,Shane Vereen 2017
Giovani Bernard,2017,CIN,16,43,389,9.05,24.3,61t,2,16,60,439,61,1,Giovani Bernard 2017
Vernon Davis,2017,WAS,16,43,648,15.07,40.5,69,3,23,69,306,69,0,Vernon Davis 2017
Jesse James,2017,PIT,16,43,372,8.65,23.2,32,3,20,63,192,32,0,Jesse James 2017
George Kittle,2017,SF,15,43,515,11.98,34.3,44,2,22,63,265,44,0,George Kittle 2017
Seth Roberts,2017,OAK,15,43,455,10.58,30.3,29,1,22,65,104,29,0,Seth Roberts 2017
Trent Taylor,2017,SF,15,43,430,10,28.7,33,2,27,60,190,33,0,Trent Taylor 2017
Tyrell Williams,2017,LAC,16,43,728,16.93,45.5,75t,4,29,69,320,75,1,Tyrell Williams 2017
Keelan Cole,2017,JAX,16,42,748,17.81,46.8,75t,3,32,83,299,75,1,Keelan Cole 2017
Tyler Kroft,2017,CIN,16,42,404,9.62,25.2,59,7,23,62,193,59,0,Tyler Kroft 2017
Albert Wilson,2017,KC,13,42,554,13.19,42.6,63t,3,32,62,318,63,1,Albert Wilson 2017
Julius Thomas,2017,MIA,14,41,388,9.46,27.7,27,3,18,62,145,27,0,Julius Thomas 2017
Pierre Garcon,2017,SF,8,40,500,12.5,62.5,59,0,25,67,190,59,0,Pierre Garcon 2017
Jeremy Maclin,2017,BAL,12,40,440,11,36.7,48t,3,23,72,108,48,1,Jeremy Maclin 2017
Andre Ellington,2017,ARI/HOU,12,39,369,9.46,30.8,29,0,16,59,233,29,0,Andre Ellington 2017
Allen Hurns,2017,JAX,10,39,484,12.41,48.4,50,2,28,56,175,50,0,Allen Hurns 2017
DeMarco Murray,2017,TEN,15,39,266,6.82,17.7,18,1,10,47,244,18,0,DeMarco Murray 2017
Chris Thompson,2017,WAS,10,39,510,13.08,51,74,4,22,54,485,74,0,Chris Thompson 2017
Sammy Watkins,2017,LA,15,39,593,15.21,39.5,67t,8,33,70,185,67,1,Sammy Watkins 2017
Deonte Thompson,2017,CHI/BUF,16,38,555,14.61,34.7,46,2,25,69,101,46,0,Deonte Thompson 2017
Matt Forte,2017,NYJ,12,37,293,7.92,24.4,34,1,13,45,252,34,0,Matt Forte 2017
Cole Beasley,2017,DAL,15,36,314,8.72,20.9,54,4,20,63,125,54,0,Cole Beasley 2017
Leonard Fournette,2017,JAX,13,36,302,8.39,23.2,28,1,15,48,303,28,0,Leonard Fournette 2017
Devonta Freeman,2017,ATL,14,36,317,8.81,22.6,29,1,18,47,244,29,0,Devonta Freeman 2017
Roger Lewis,2017,NYG,15,36,416,11.56,27.7,34,2,20,72,76,34,0,Roger Lewis 2017
Lamar Miller,2017,HOU,16,36,327,9.08,20.4,32,3,17,45,295,32,0,Lamar Miller 2017
Torrey Smith,2017,PHI,16,36,430,11.94,26.9,59t,2,11,68,131,59,1,Torrey Smith 2017
Josh Doctson,2017,WAS,16,35,502,14.34,31.4,52t,6,25,78,131,52,1,Josh Doctson 2017
Charles Sims,2017,TB,16,35,249,7.11,15.6,25,1,12,47,206,25,0,Charles Sims 2017
Travis Benjamin,2017,LAC,16,34,567,16.68,35.4,62t,4,20,65,210,62,1,Travis Benjamin 2017
Corey Davis,2017,TEN,11,34,375,11.03,34.1,37,0,17,65,101,37,0,Corey Davis 2017
Wayne Gallman,2017,NYG,13,34,193,5.68,14.8,11,1,8,48,201,11,0,Wayne Gallman 2017
Chris Godwin,2017,TB,16,34,525,15.44,32.8,70,1,27,55,169,70,0,Chris Godwin 2017
Chris Hogan,2017,NE,9,34,439,12.91,48.8,47t,5,22,59,171,47,1,Chris Hogan 2017
J.D. McKissic,2017,SEA,13,34,266,7.82,20.5,27t,2,12,46,186,27,1,J.D. McKissic 2017
DeAndre Washington,2017,OAK,15,34,197,5.79,13.1,15,1,14,45,165,15,0,DeAndre Washington 2017
Seth Devalve,2017,CLE,16,33,395,11.97,24.7,49,1,18,58,171,49,0,Seth Devalve 2017
Taylor Gabriel,2017,ATL,16,33,378,11.45,23.6,40t,1,17,51,217,40,1,Taylor Gabriel 2017
Jermaine Gresham,2017,ARI,14,33,322,9.76,23,21,2,17,46,136,21,0,Jermaine Gresham 2017
Kyle Juszczyk,2017,SF,14,33,315,9.55,22.5,44,1,13,42,207,44,0,Kyle Juszczyk 2017
Danny Woodhead,2017,BAL,8,33,200,6.06,25,22,0,9,39,118,22,0,Danny Woodhead 2017
Kenyan Drake,2017,MIA,16,32,239,7.47,14.9,47,1,7,48,214,47,0,Kenyan Drake 2017
Dion Lewis,2017,NE,16,32,214,6.69,13.4,20,3,11,35,224,20,0,Dion Lewis 2017
David Njoku,2017,CLE,16,32,386,12.06,24.1,34,4,17,60,151,34,0,David Njoku 2017
Jaron Brown,2017,ARI,16,31,477,15.39,29.8,52t,4,23,69,91,52,1,Jaron Brown 2017
Cordarrelle Patterson,2017,OAK,16,31,309,9.97,19.3,59,0,13,42,184,59,0,Cordarrelle Patterson 2017
Martellus Bennett,2017,GB/NE,9,30,286,9.53,31.8,33,0,11,44,168,33,0,Martellus Bennett 2017
Devontae Booker,2017,DEN,13,30,275,9.17,21.1,29,0,13,38,231,29,0,Devontae Booker 2017
Rex Burkhead,2017,NE,10,30,254,8.47,25.4,23,3,13,36,184,23,0,Rex Burkhead 2017
Ed Dickson,2017,CAR,16,30,437,14.57,27.3,64,1,22,48,201,64,0,Ed Dickson 2017
Antonio Gates,2017,LAC,16,30,316,10.53,19.8,27,3,16,52,66,27,0,Antonio Gates 2017
T.J. Jones,2017,DET,14,30,399,13.3,28.5,34,1,22,49,77,34,0,T.J. Jones 2017
Joe Mixon,2017,CIN,14,30,287,9.57,20.5,67,0,9,34,313,67,0,Joe Mixon 2017
T.J. Yeldon,2017,JAX,10,30,224,7.47,22.4,20,0,14,41,188,20,0,T.J. Yeldon 2017
Bruce Ellington,2017,HOU,11,29,330,11.38,30,35,2,14,57,136,35,0,Bruce Ellington 2017
Bennie Fowler,2017,DEN,16,29,350,12.07,21.9,29,3,18,56,107,29,0,Bennie Fowler 2017
Frank Gore,2017,IND,16,29,245,8.45,15.3,26,1,9,38,275,26,0,Frank Gore 2017
J.J. Nelson,2017,ARI,16,29,508,17.52,31.8,46,2,21,61,59,46,0,J.J. Nelson 2017
C.J. Anderson,2017,DEN,16,28,224,8,14,25,1,7,40,215,25,0,C.J. Anderson 2017
Nick Boyle,2017,BAL,15,28,203,7.25,13.5,16,0,11,37,153,16,0,Nick Boyle 2017
Isaiah Crowell,2017,CLE,16,28,182,6.5,11.4,38,0,9,42,210,38,0,Isaiah Crowell 2017
Will Fuller,2017,HOU,10,28,423,15.11,42.3,59t,7,21,50,99,59,1,Will Fuller 2017
Kenny Golladay,2017,DET,11,28,477,17.04,43.4,54t,3,18,48,181,54,1,Kenny Golladay 2017
Tevin Coleman,2017,ATL,15,27,299,11.07,19.9,39,3,13,39,218,39,0,Tevin Coleman 2017
Austin Ekeler,2017,LAC,16,27,279,10.33,17.4,38,3,12,35,246,38,0,Austin Ekeler 2017
Rashard Higgins,2017,CLE,15,27,312,11.56,20.8,56t,2,13,50,142,56,1,Rashard Higgins 2017
Zay Jones,2017,BUF,15,27,316,11.7,21.1,33,2,19,74,63,33,0,Zay Jones 2017
Ricardo Louis,2017,CLE,16,27,357,13.22,22.3,37,0,18,61,82,37,0,Ricardo Louis 2017
Jordan Reed,2017,WAS,6,27,211,7.81,35.2,20,2,10,35,72,20,0,Jordan Reed 2017
Jalen Richard,2017,OAK,16,27,256,9.48,16,39,1,13,36,227,39,0,Jalen Richard 2017
Dede Westbrook,2017,JAX,7,27,339,12.56,48.4,29,1,15,51,99,29,0,Dede Westbrook 2017
Charcandrick West,2017,KC,13,27,150,5.56,11.5,25,2,6,34,128,25,0,Charcandrick West 2017
Ezekiel Elliott,2017,DAL,10,26,269,10.35,26.9,72t,2,6,38,281,72,1,Ezekiel Elliott 2017
O.J. Howard,2017,TB,14,26,432,16.62,30.9,58t,6,19,39,152,58,1,O.J. Howard 2017
Donte Moncrief,2017,IND,12,26,391,15.04,32.6,60t,2,22,47,79,60,1,Donte Moncrief 2017
Ameer Abdullah,2017,DET,14,25,162,6.48,11.6,22,1,13,35,146,22,0,Ameer Abdullah 2017
Stephen Anderson,2017,HOU,15,25,342,13.68,22.8,42,1,17,52,132,42,0,Stephen Anderson 2017
Odell Beckham Jr.,2017,NYG,4,25,302,12.08,75.5,48t,3,15,41,65,48,1,Odell Beckham Jr. 2017
Tyler Higbee,2017,LA,16,25,295,11.8,18.4,38,1,12,45,77,38,0,Tyler Higbee 2017
Dontrelle Inman,2017,LAC/CHI,12,25,343,13.72,28.6,26,1,19,44,31,26,0,Dontrelle Inman 2017
Jordan Matthews,2017,BUF,10,25,282,11.28,28.2,47,1,14,36,124,47,0,Jordan Matthews 2017
Jamaal Williams,2017,GB,16,25,262,10.48,16.4,54t,2,12,34,256,54,1,Jamaal Williams 2017
Jay Ajayi,2017,MIA/PHI,14,24,158,6.58,11.3,32,1,8,34,176,32,0,Jay Ajayi 2017
Josh Bellamy,2017,CHI,15,24,376,15.67,25.1,46t,1,17,46,116,46,1,Josh Bellamy 2017
Rhett Ellison,2017,NYG,16,24,235,9.79,14.7,27,2,13,32,131,27,0,Rhett Ellison 2017
Marcedes Lewis,2017,JAX,16,24,318,13.25,19.9,37,5,18,48,163,37,0,Marcedes Lewis 2017
Geronimo Allison,2017,GB,15,23,253,11,16.9,72,0,10,39,119,72,0,Geronimo Allison 2017
Trey Burton,2017,PHI,15,23,248,10.78,16.5,27t,5,14,31,35,27,1,Trey Burton 2017
Jamaal Charles,2017,DEN,14,23,129,5.61,9.2,20,0,6,28,159,20,0,Jamaal Charles 2017
Brandon Coleman,2017,NO,16,23,364,15.83,22.8,54,3,14,37,143,54,0,Brandon Coleman 2017
Corey Coleman,2017,CLE,9,23,305,13.26,33.9,44,2,17,58,58,44,0,Corey Coleman 2017
Alex Collins,2017,BAL,15,23,187,8.13,12.5,37,0,8,36,190,37,0,Alex Collins 2017
Jordan Howard,2017,CHI,16,23,125,5.43,7.8,12,0,4,32,157,12,0,Jordan Howard 2017
Ty Montgomery,2017,GB,8,23,173,7.52,21.6,23,1,8,31,215,23,0,Ty Montgomery 2017
Bilal Powell,2017,NYJ,15,23,170,7.39,11.3,31,0,8,33,143,31,0,Bilal Powell 2017
Chester Rogers,2017,IND,11,23,284,12.35,25.8,61t,1,15,37,104,61,1,Chester Rogers 2017
Tyler Boyd,2017,CIN,10,22,225,10.23,22.5,49t,2,14,32,91,49,1,Tyler Boyd 2017
Coby Fleener,2017,NO,11,22,295,13.41,26.8,33,2,13,30,111,33,0,Coby Fleener 2017
Jeremy Kerley,2017,NYJ,8,22,217,9.86,27.1,31t,1,13,27,57,31,1,Jeremy Kerley 2017
Nick O'Leary,2017,BUF,15,22,322,14.64,21.5,32,2,14,32,120,32,0,Nick O'Leary 2017
Samaje Perine,2017,WAS,16,22,182,8.27,11.4,25,1,9,24,206,25,0,Samaje Perine 2017
Matt Breida,2017,SF,16,21,180,8.57,11.2,32,1,9,36,160,32,0,Matt Breida 2017
John Brown,2017,ARI,10,21,299,14.24,29.9,52,3,15,55,59,52,0,John Brown 2017
Garrett Celek,2017,SF,16,21,336,16,21,61,4,15,33,172,61,0,Garrett Celek 2017
A.J. Derby,2017,DEN/MIA,11,21,244,11.62,22.2,29,2,11,40,92,29,0,A.J. Derby 2017
Chris Ivory,2017,JAX,14,21,175,8.33,12.5,29,1,8,28,185,29,0,Chris Ivory 2017
Marlon Mack,2017,IND,14,21,225,10.71,16.1,34,1,10,33,283,34,0,Marlon Mack 2017
Demarcus Robinson,2017,KC,16,21,212,10.1,13.2,33,0,13,39,47,33,0,Demarcus Robinson 2017
Kenny Britt,2017,CLE/NE,12,20,256,12.8,21.3,38,2,10,43,88,38,0,Kenny Britt 2017
Benny Cunningham,2017,CHI,14,20,240,12,17.1,40,2,9,26,243,40,0,Benny Cunningham 2017
Justin Hardy,2017,ATL,16,20,221,11.05,13.8,27,3,13,29,76,27,0,Justin Hardy 2017
Marshawn Lynch,2017,OAK,15,20,151,7.55,10.1,25,0,6,31,164,25,0,Marshawn Lynch 2017
Zach Miller,2017,CHI,8,20,236,11.8,29.5,29,2,10,35,72,29,0,Zach Miller 2017
Terrelle Pryor,2017,WAS,9,20,240,12,26.7,44t,1,15,37,58,44,1,Terrelle Pryor 2017
Laquon Treadwell,2017,MIN,16,20,200,10,12.5,25,0,12,35,58,25,0,Laquon Treadwell 2017
Damien Williams,2017,MIA,11,20,155,7.75,14.1,24,1,10,28,153,24,0,Damien Williams 2017
Michael Campanaro,2017,BAL,13,19,173,9.11,13.3,18,1,11,27,81,18,0,Michael Campanaro 2017
Orleans Darkwa,2017,NYG,15,19,116,6.11,7.7,13,0,7,28,118,13,0,Orleans Darkwa 2017
Cody Latimer,2017,DEN,11,19,287,15.11,26.1,32,2,15,31,64,32,0,Cody Latimer 2017
Braxton Miller,2017,HOU,11,19,162,8.53,14.7,57,1,7,29,61,57,0,Braxton Miller 2017
Aldrick Robinson,2017,SF,16,19,260,13.68,16.2,45t,2,12,48,45,45,1,Aldrick Robinson 2017
Rod Smith,2017,DAL,15,19,202,10.63,13.5,81t,1,9,23,176,81,1,Rod Smith 2017
Josh Gordon,2017,CLE,5,18,335,18.61,67,54,1,12,42,123,54,0,Josh Gordon 2017
Demetrius Harris,2017,KC,16,18,224,12.44,14,51,1,11,35,129,51,0,Demetrius Harris 2017
Lance Kendricks,2017,GB,16,18,203,11.28,12.7,51,1,8,35,89,51,0,Lance Kendricks 2017
Tavarres King,2017,NYG,8,18,240,13.33,30,57t,3,11,37,78,57,1,Tavarres King 2017
Brandon Marshall,2017,NYG,5,18,154,8.56,30.8,18,0,11,33,39,18,0,Brandon Marshall 2017
Chris Moore,2017,BAL,13,18,248,13.78,19.1,30t,3,11,38,41,30,1,Chris Moore 2017
Eli Rogers,2017,PIT,14,18,149,8.28,10.6,18t,1,9,36,81,18,1,Eli Rogers 2017
Jonnu Smith,2017,TEN,16,18,157,8.72,9.8,32t,2,5,30,96,32,1,Jonnu Smith 2017
Jarius Wright,2017,MIN,16,18,198,11,12.4,30,2,13,25,86,30,0,Jarius Wright 2017
Darren Fells,2017,DET,16,17,177,10.41,11.1,23,3,12,26,122,23,0,Darren Fells 2017
D.J. Foster,2017,ARI,7,17,133,7.82,19,20,0,8,28,79,20,0,D.J. Foster 2017
Elijah McGuire,2017,NYJ,16,17,177,10.41,11.1,38,1,9,26,142,38,0,Elijah McGuire 2017
Greg Olsen,2017,CAR,7,17,191,11.24,27.3,30t,1,13,38,48,30,1,Greg Olsen 2017
Russell Shepard,2017,CAR,15,17,202,11.88,13.5,40t,1,10,32,106,40,1,Russell Shepard 2017
Peyton Barber,2017,TB,16,16,114,7.13,7.1,34,0,4,19,113,34,0,Peyton Barber 2017
Kendrick Bourne,2017,SF,11,16,257,16.06,23.4,54,0,12,34,114,54,0,Kendrick Bourne 2017
Travaris Cadet,2017,NYJ/BUF,9,16,119,7.44,13.2,16,0,3,19,86,16,0,Travaris Cadet 2017
Gerald Everett,2017,LA,16,16,244,15.25,15.2,69,2,7,32,108,69,0,Gerald Everett 2017
Josh Hill,2017,NO,16,16,125,7.81,7.8,22,1,4,22,88,22,0,Josh Hill 2017
Mack Hollins,2017,PHI,16,16,226,14.13,14.1,64t,1,8,22,43,64,1,Mack Hollins 2017
Taywan Taylor,2017,TEN,16,16,231,14.44,14.4,53t,1,9,28,54,53,1,Taywan Taylor 2017
Kamar Aiken,2017,IND,15,15,133,8.87,8.9,21,0,7,44,47,21,0,Kamar Aiken 2017
Brice Butler,2017,DAL,13,15,317,21.13,24.4,53,3,10,23,36,53,0,Brice Butler 2017
Mike Davis,2017,SEA,6,15,131,8.73,21.8,23,0,6,18,168,23,0,Mike Davis 2017
Latavius Murray,2017,MIN,16,15,103,6.87,6.4,28,0,3,17,125,28,0,Latavius Murray 2017
Curtis Samuel,2017,CAR,9,15,115,7.67,12.8,23,0,6,26,41,23,0,Curtis Samuel 2017
Dion Sims,2017,CHI,14,15,180,12,12.9,27t,1,9,29,67,27,1,Dion Sims 2017
Maxx Williams,2017,BAL,11,15,86,5.73,7.8,17,1,6,18,100,17,0,Maxx Williams 2017
Luke Willson,2017,SEA,16,15,153,10.2,9.6,27t,4,8,22,90,27,1,Luke Willson 2017
Kapri Bibbs,2017,WAS,3,14,128,9.14,42.7,36t,1,4,17,128,36,1,Kapri Bibbs 2017
C.J. Fiedorowicz,2017,HOU,5,14,127,9.07,25.4,15,0,7,22,37,15,0,C.J. Fiedorowicz 2017
Virgil Green,2017,DEN,16,14,191,13.64,11.9,44,1,7,22,92,44,0,Virgil Green 2017
Vance McDonald,2017,PIT,10,14,188,13.43,18.8,28,1,10,24,88,28,0,Vance McDonald 2017
James O'Shaughnessy,2017,JAX,16,14,149,10.64,9.3,29,1,9,24,91,29,0,James O'Shaughnessy 2017
De'Anthony Thomas,2017,KC,16,14,143,10.21,8.9,57t,2,4,16,73,57,1,De'Anthony Thomas 2017
Mike Tolbert,2017,BUF,12,14,78,5.57,6.5,12,0,2,17,48,12,0,Mike Tolbert 2017
Tavon Austin,2017,LA,16,13,47,3.62,2.9,13,0,2,22,73,13,0,Tavon Austin 2017
Daniel Brown,2017,CHI,14,13,129,9.92,9.2,17,0,9,20,46,17,0,Daniel Brown 2017
Brent Celek,2017,PHI,16,13,130,10,8.1,28,1,7,24,85,28,0,Brent Celek 2017
